,StationCode,SampleDate,CollectionTime,Replicate,CONCATENATE,Ammonia.as.N,Nitrate...Nitrite.as.N,Nitrate.as.N,Nitrite.as.N,Nitrogen..Total,Nitrogen..Total.Kjeldahl,OrthoPhosphate.as.P,Phosphorus.as.P,DWC_Month,nitrogen,OrganicP,SolarRadiation,LightFactor,LightExtinction,standardQual2k_MaxAlgaeDensity,Phi_lb,standardQual2k_BenthicChlora,revisedQual2k_MaxAlgaeDensity,Phi_lb.1,RevisedQual2k_BenthicChlora,revisedQual2k_MaxAlgaeDensity.1,Phi_lb.2,benthic_qual2kaccural
38,000NONPJ,5-Aug-09,12:00:00 AM,1,000NONPJ 05-Aug-09 12:00:00 AM,0,0,9.1,0,0,0,0,0,8,9.1,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
39,000NONPJ,5-Aug-09,12:15:00 AM,1,000NONPJ 05-Aug-09 12:15:00 AM,0,0,2,0,0,0,0,0,8,2,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
40,000NONPJ,5-Aug-09,12:30:00 AM,1,000NONPJ 05-Aug-09 12:30:00 AM,0,0,1.7,0,0,0,0,0,8,1.7,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
41,000NONPJ,5-Jul-05,12:00:00 AM,1,000NONPJ 05-Jul-05 12:00:00 AM,0.0505,0,0,0,0,0,0,0,7,0.0505,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
42,000NONPJ,5-Jun-09,12:00:00 AM,1,000NONPJ 05-Jun-09 12:00:00 AM,0,0,0.28,0,0,0,0,0,6,0.28,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
43,000NONPJ,5-Jun-09,12:15:00 AM,1,000NONPJ 05-Jun-09 12:15:00 AM,0,0,0.068,0,0,0,0,0,6,0.068,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
44,000NONPJ,5-Jun-09,12:30:00 AM,1,000NONPJ 05-Jun-09 12:30:00 AM,0,0,1.5,0,0,0,0,0,6,1.5,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
45,000NONPJ,5-May-10,12:00:00 AM,1,000NONPJ 05-May-10 12:00:00 AM,0,0,5.52,0,0,0,4.76,4.76,5,5.52,0,617.4,0.525895581,0.5,133.9067516,0.86066707,334.766879,185.0130352,0.86066707,462.5325879,130.7994085,0.608469255,326.9985212
46,000NONPJ,5-May-10,12:15:00 AM,1,000NONPJ 05-May-10 12:15:00 AM,0,0,19,0,0,0,0,0,5,19,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
47,000NONPJ,5-May-10,12:30:00 AM,1,000NONPJ 05-May-10 12:30:00 AM,0,0,0.65,0,0,0,0,0,5,0.65,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
48,000NONPJ,5-Nov-04,12:00:00 AM,1,000NONPJ 05-Nov-04 12:00:00 AM,0,0,0,0,0,0,0,0.14,11,0,0,231,0.525895581,0.5,0,0.697989464,0,0,0.697989464,0,0,0.493460414,0
49,000NONPJ,5-Oct-04,12:00:00 AM,1,000NONPJ 05-Oct-04 12:00:00 AM,0,0,0,0,0,0,0,0.17,10,0,0,328,0.525895581,0.5,0,0.766443685,0,0,0.766443685,0,0,0.54185577,0
50,000NONPJ,6-Apr-05,12:00:00 AM,1,000NONPJ 06-Apr-05 12:00:00 AM,0,0,0,0,0,0,0,0.12,4,0,0,536.6,0.525895581,0.5,0,0.842980964,0,0,0.842980964,0,0,0.595965638,0
51,000NONPJ,6-Apr-07,12:00:00 AM,1,000NONPJ 06-Apr-07 12:00:00 AM,0,0,0.07,0,0,1,0.22,0.22,4,1.07,0,536.6,0.525895581,0.5,114.2944383,0.842980964,285.7360958,80.47641217,0.842980964,201.1910304,56.8947323,0.595965638,142.2368308
52,000NONPJ,6-Aug-09,12:15:00 AM,1,000NONPJ 06-Aug-09 12:15:00 AM,0,0,0.94,0,0,0,0,0,8,0.94,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
53,000NONPJ,6-Aug-09,12:30:00 AM,1,000NONPJ 06-Aug-09 12:30:00 AM,0,0,1.6,0,0,0,0,0,8,1.6,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
54,000NONPJ,6-Feb-04,12:00:00 AM,1,000NONPJ 06-Feb-04 12:00:00 AM,0,0,0,0,0,0,0,0.16,2,0,0,297.6,0.525895581,0.5,0,0.74858404,0,0,0.74858404,0,0,0.529229465,0
55,000NONPJ,6-Jan-10,12:00:00 AM,1,000NONPJ 06-Jan-10 12:00:00 AM,0,0,8.1,0,0,0,0,0,1,8.1,0,215,0.525895581,0.5,0,0.682646838,0,0,0.682646838,0,0,0.482613577,0
56,000NONPJ,6-Jan-10,12:45:00 AM,1,000NONPJ 06-Jan-10 12:45:00 AM,0,0,1.8,0,0,0,0,0,1,1.8,0,215,0.525895581,0.5,0,0.682646838,0,0,0.682646838,0,0,0.482613577,0
57,000NONPJ,6-Jul-05,12:00:00 AM,1,000NONPJ 06-Jul-05 12:00:00 AM,0,0,0,0,0,0,0,0.04,7,0,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
58,000NONPJ,6-Jun-08,12:00:00 AM,1,000NONPJ 06-Jun-08 12:00:00 AM,0,0,0,0,0,0,0,0.0275,6,0,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
59,000NONPJ,6-Jun-10,12:00:00 AM,1,000NONPJ 06-Jun-10 12:00:00 AM,0,0,0,0,0,0,0,0.624,6,0,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
60,000NONPJ,6-May-09,12:00:00 AM,1,000NONPJ 06-May-09 12:00:00 AM,0,0,0,0,0,2.12,0,0,5,2.12,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
61,000NONPJ,7-Apr-10,12:00:00 AM,1,000NONPJ 07-Apr-10 12:00:00 AM,0,0,0,0,0,0,0,0.1965,4,0,0,536.6,0.525895581,0.5,0,0.842980964,0,0,0.842980964,0,0,0.595965638,0
62,000NONPJ,7-Apr-10,12:15:00 AM,1,000NONPJ 07-Apr-10 12:15:00 AM,0,0,1.1,0,0,0,0,0,4,1.1,0,536.6,0.525895581,0.5,0,0.842980964,0,0,0.842980964,0,0,0.595965638,0
63,000NONPJ,7-Aug-07,12:00:00 AM,1,000NONPJ 07-Aug-07 12:00:00 AM,0,0,0,0,0,0.6,0,0,8,0.6,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
64,000NONPJ,7-Jan-10,12:15:00 AM,1,000NONPJ 07-Jan-10 12:15:00 AM,0,0,1,0,0,0,0,0,1,1,0,215,0.525895581,0.5,0,0.682646838,0,0,0.682646838,0,0,0.482613577,0
65,000NONPJ,7-Jan-10,12:30:00 AM,1,000NONPJ 07-Jan-10 12:30:00 AM,0,0,0.22,0,0,0,0,0,1,0.22,0,215,0.525895581,0.5,0,0.682646838,0,0,0.682646838,0,0,0.482613577,0
66,000NONPJ,7-Jul-09,12:00:00 AM,1,000NONPJ 07-Jul-09 12:00:00 AM,0,0,0,0,0,0,0,0.066,7,0,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
67,000NONPJ,7-Oct-05,12:00:00 AM,1,000NONPJ 07-Oct-05 12:00:00 AM,0,0,0,0,0,0.2,0,0.0545,10,0.2,0,328,0.525895581,0.5,0,0.766443685,0,25.54731742,0.766443685,63.86829354,18.06128959,0.54185577,45.15322398
68,000NONPJ,8-Jul-05,12:00:00 AM,1,000NONPJ 08-Jul-05 12:00:00 AM,0.7,0,0,0,0,0,0,0,7,0.7,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
69,000NONPJ,8-Jul-09,12:15:00 AM,1,000NONPJ 08-Jul-09 12:15:00 AM,0,0,7.6,0,0,0,0,0,7,7.6,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
70,000NONPJ,8-Jul-09,12:30:00 AM,1,000NONPJ 08-Jul-09 12:30:00 AM,0,0,0.68,0,0,0,0,0,7,0.68,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
71,000NONPJ,8-Jun-05,12:00:00 AM,1,000NONPJ 08-Jun-05 12:00:00 AM,0.88,0,0,0,0,0,0,0,6,0.88,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
72,000NONPJ,8-Jun-07,12:00:00 AM,1,000NONPJ 08-Jun-07 12:00:00 AM,0,0,0.088,0,0,0,0.26,0.26,6,0.088,0,649,0.525895581,0.5,42.27009165,0.866545857,105.6752291,18.39670167,0.866545857,45.99175417,13.00599006,0.612625405,32.51497514
73,000NONPJ,8-May-02,12:00:00 AM,1,000NONPJ 08-May-02 12:00:00 AM,0,0,0.0678,0,0,0,0,0,5,0.0678,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
74,000NONPJ,8-May-02,12:30:00 AM,1,000NONPJ 08-May-02 12:30:00 AM,0,0,0.0678,0,0,0,0,0,5,0.0678,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
75,000NONPJ,8-May-09,12:00:00 AM,1,000NONPJ 08-May-09 12:00:00 AM,0,0,0.2,0,0,0,0,0,5,0.2,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
76,000NONPJ,8-May-09,12:15:00 AM,1,000NONPJ 08-May-09 12:15:00 AM,0,0,0.21,0,0,0,0,0,5,0.21,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
77,000NONPJ,8-May-09,12:30:00 AM,1,000NONPJ 08-May-09 12:30:00 AM,0,0,10,0,0,0,0,0,5,10,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
78,000NONPJ,8-Nov-05,12:00:00 AM,1,000NONPJ 08-Nov-05 12:00:00 AM,0.0885,0,0,0,0,0,0,0,11,0.0885,0,231,0.525895581,0.5,0,0.697989464,0,0,0.697989464,0,0,0.493460414,0
79,000NONPJ,9-Aug-05,12:00:00 AM,1,000NONPJ 09-Aug-05 12:00:00 AM,0,0,0,0,0,0.78,0,0,8,0.78,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
80,000NONPJ,9-Aug-05,12:15:00 AM,1,000NONPJ 09-Aug-05 12:15:00 AM,0,0,0,0,0,0.85,0,0,8,0.85,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
81,000NONPJ,9-Dec-05,12:00:00 AM,1,000NONPJ 09-Dec-05 12:00:00 AM,0,0,0,0,0,0,0,0.04,12,0,0,190,0.525895581,0.5,0,0.655284141,0,0,0.655284141,0,0,0.463268861,0
82,000NONPJ,9-Jun-11,12:00:00 AM,1,000NONPJ 09-Jun-11 12:00:00 AM,0,0,0,0.0037,0,0,0.0465,0.0465,6,0.0037,0,649,0.525895581,0.5,2.502100523,0.866545857,6.255251308,5.449950831,0.866545857,13.62487708,3.852973626,0.612625405,9.632434065
83,000NONPJ,9-Mar-06,12:00:00 AM,1,000NONPJ 09-Mar-06 12:00:00 AM,0,0,0.2795,0,0,0,0,0,3,0.2795,0,416.8,0.525895581,0.5,0,0.806578719,0,0,0.806578719,0,0,0.570230196,0
84,000NONPJ,9-May-02,12:15:00 AM,1,000NONPJ 09-May-02 12:15:00 AM,0,0,4.16,0,0,0,0,0,5,4.16,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
85,000NONPJ,9-May-02,12:45:00 AM,1,000NONPJ 09-May-02 12:45:00 AM,0,0,7.23,0,0,0,0,0,5,7.23,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
86,000NONPJ,9-Sep-08,12:00:00 AM,1,000NONPJ 09-Sep-08 12:00:00 AM,0,0,0,0,0,0,0,0.0168,9,0,0,454.8,0.525895581,0.5,0,0.819827933,0,0,0.819827933,0,0,0.579597046,0
87,000NONPJ,10-Aug-06,12:00:00 AM,1,000NONPJ 10-Aug-06 12:00:00 AM,0,0,0,0,0,0,0,0.0362,8,0,0,565.6,0.525895581,0.5,0,0.849822747,0,0,0.849822747,0,0,0.6008026,0
88,000NONPJ,10-Jul-07,12:00:00 AM,1,000NONPJ 10-Jul-07 12:00:00 AM,0,0,0,0,0,0,0,0.091,7,0,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
89,000NONPJ,10-May-02,12:30:00 AM,1,000NONPJ 10-May-02 12:30:00 AM,0,0,0.249,0,0,0,0,0,5,0.249,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
90,000NONPJ,10-May-05,12:00:00 AM,1,000NONPJ 10-May-05 12:00:00 AM,0.6,0,0,0,0,0,0,0,5,0.6,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
91,000NONPJ,10-May-07,12:00:00 AM,1,000NONPJ 10-May-07 12:00:00 AM,0,0,0,0,0,0,0,0.3,5,0,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
92,000NONPJ,10-Nov-04,12:00:00 AM,1,000NONPJ 10-Nov-04 12:00:00 AM,0.38,0,0,0,0,0,0,0,11,0.38,0,231,0.525895581,0.5,0,0.697989464,0,0,0.697989464,0,0,0.493460414,0
93,000NONPJ,11-Apr-05,12:00:00 AM,1,000NONPJ 11-Apr-05 12:00:00 AM,0.78,0,0,0,0,1.7,0,0,4,2.48,0,536.6,0.525895581,0.5,0,0.842980964,0,0,0.842980964,0,0,0.595965638,0
94,000NONPJ,11-Apr-07,12:00:00 AM,1,000NONPJ 11-Apr-07 12:00:00 AM,0,0,0,0,0,0,0,0.46,4,0,0,536.6,0.525895581,0.5,0,0.842980964,0,0,0.842980964,0,0,0.595965638,0
95,000NONPJ,11-Feb-09,12:00:00 AM,1,000NONPJ 11-Feb-09 12:00:00 AM,0,0,2,0,0,0,0,0,2,2,0,297.6,0.525895581,0.5,0,0.74858404,0,0,0.74858404,0,0,0.529229465,0
96,000NONPJ,11-Feb-09,12:30:00 AM,1,000NONPJ 11-Feb-09 12:30:00 AM,0,0,0.48,0,0,0,0,0,2,0.48,0,297.6,0.525895581,0.5,0,0.74858404,0,0,0.74858404,0,0,0.529229465,0
97,000NONPJ,11-Jun-04,12:00:00 AM,1,000NONPJ 11-Jun-04 12:00:00 AM,0,0,1.09,0,0,0,0,0,6,1.09,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
98,000NONPJ,11-May-02,1:15:00 AM,1,000NONPJ 11-May-02 1:15:00 AM,0,0,1.56,0,0,0,0,0,5,1.56,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
99,000NONPJ,11-May-02,12:00:00 AM,1,000NONPJ 11-May-02 12:00:00 AM,0,0,0.316,0,0,0,0,0,5,0.316,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
100,000NONPJ,11-May-02,12:45:00 AM,1,000NONPJ 11-May-02 12:45:00 AM,0,0,1.06,0,0,0,0,0,5,1.06,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
101,000NONPJ,11-May-09,12:00:00 AM,1,000NONPJ 11-May-09 12:00:00 AM,0,0.01855,0,0,0,0,0,0,5,0.01855,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
102,000NONPJ,12-Jul-07,12:00:00 AM,1,000NONPJ 12-Jul-07 12:00:00 AM,0,0,0,0,0,1,0,0,7,1,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
103,000NONPJ,12-Jun-07,12:00:00 AM,1,000NONPJ 12-Jun-07 12:00:00 AM,0,0,0,0,0,0,0,0.36,6,0,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
104,000NONPJ,12-May-10,12:00:00 AM,1,000NONPJ 12-May-10 12:00:00 AM,0,0,1.2,0,0,0,0,0,5,1.2,0,617.4,0.525895581,0.5,0,0.86066707,0,0,0.86066707,0,0,0.608469255,0
105,000NONPJ,12-Sep-08,12:00:00 AM,1,000NONPJ 12-Sep-08 12:00:00 AM,0,0,13,0,0,0,0,0,9,13,0,454.8,0.525895581,0.5,0,0.819827933,0,0,0.819827933,0,0,0.579597046,0
106,000NONPJ,13-Jul-09,12:00:00 AM,1,000NONPJ 13-Jul-09 12:00:00 AM,0,0,0,0,0,0,0,0.0774,7,0,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
107,000NONPJ,13-Jun-07,12:00:00 AM,1,000NONPJ 13-Jun-07 12:00:00 AM,0,0,0,0,0,0.6,0,0,6,0.6,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
108,000NONPJ,14-Jul-05,12:00:00 AM,1,000NONPJ 14-Jul-05 12:00:00 AM,0,0,2.57,0,0,0,0,0,7,2.57,0,632.4,0.525895581,0.5,0,0.863520887,0,0,0.863520887,0,0,0.610486829,0
109,000NONPJ,14-Jun-04,12:00:00 AM,1,000NONPJ 14-Jun-04 12:00:00 AM,0,0,0,0,0,0,0,0.09,6,0,0,649,0.525895581,0.5,0,0.866545857,0,0,0.866545857,0,0,0.612625405,0
